CODI_LLAR 	CODI_PERSONA 	Sexe 	Edat 	T2_TREBALL 	T2_TREBALL_ABS 	T2_MOTIU_TREB 	T2_ACTIV_ESTABL 	T2_OCUP 	T2_HORES_TREB 	T2_JORNADA_PRIN 	T2_JORNADA_TIPUS 	T2_SIT_PROF 	T2_CONTRACTE 	T2_HORARI 	T2_VACANCES 	T2_VAC_ANY_LAB 	T2_VAC_ANY_NAT 	T2_VAC_MES_LAB 	T2_VAC_MES_NAT 	T2_INGRES_NET 	T2_TREBALL_SECUNDARI 	T2_H_TREBALL_SECU 	T2_INGRES_MES_SECU 	T2_CERCA_FEINA 	T2_COMEN_TREBALLAR 	T2_MESURES_TREBALLAR 	T2_MESURES1 	T2_MESURES2 	T2_MESURES3 	T2_MESURES4 	T2_MESURES5 	T2_MESURES6 	T2_MESURES7 	T2_MESURES8 	T3_SITUACIO_ACTIV 	T4_AJ_ALTRES1 	T4_AJ_ALTRES2 	T4_AJ_ALTRES3 	T4_AJ_ALTRES4 	T4_AJ_ALTRES5 	T4_AJ_ALTRES6 	T4_AJ_ALTRES7 	T4_AJ_ALTRES8 	T4_AJ_ALTRES9 	T4_AJ_ALTRES10 	T5_VOLUNTARIAT1 	T5_VOLUNTARIAT2 	T5_VOLUNTARIAT3 	T5_VOLUNTARIAT4 	T5_VOLUNTARIAT5 	T5_VOLUNTARIAT6 	T5_VOLUNTARIAT7 	T5_VOLUNTARIAT8 	T5_VOLUNTARIAT9 	T5_VOLUNTARIAT10 	T5_VOLUNTARIAT11 	T5_VOLUNTARIAT12 	T6_ESTUDI_ALT 	T6_PAIS_NAIX 	T6_NACIONALITAT 	T6_NACIONALITAT2 	T6_SALUT 	T6_ESTAT_CIVIL 	T6_VIVINT 	T6_FILL_VIUEN 	PES_INDIVIDUS_CALMAR
     2186 	          01 	   6 	  53 	         1 	               	              	             45 	     40 	           40 	              1 	               6 	          5 	           1 	        6 	          1 	               	            30 	               	               	            5 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       1 	             4 	        6 	            6 	              625648
     2186 	          02 	   6 	  29 	         1 	               	              	             46 	     33 	           40 	              1 	               6 	          5 	           1 	        6 	          1 	               	            30 	               	               	            6 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             1 	        6 	            6 	              813075
     2187 	          01 	   1 	  44 	         1 	               	              	              8 	     86 	           40 	              1 	               1 	          5 	           1 	        6 	          1 	               	            21 	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              918817
     2187 	          02 	   6 	  43 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                5 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       3 	             2 	        1 	            6 	              813075
     2188 	          01 	   1 	  61 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       3 	             2 	        1 	            6 	              586541
     2188 	          02 	   6 	  60 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                5 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       4 	             2 	        1 	            6 	              625648
     2193 	          01 	   6 	  78 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       2 	             3 	        6 	            6 	              650069
     2195 	          01 	   1 	  55 	         1 	               	              	             10 	     40 	           40 	              1 	               6 	          5 	           1 	        6 	          1 	               	            30 	               	               	            6 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               1 	            3 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              586541
     2195 	          02 	   6 	  51 	         1 	               	              	             47 	     53 	           40 	              1 	               6 	          5 	           1 	        6 	          1 	               	            30 	               	               	            3 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            1 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              625648
     2196 	          01 	   1 	  30 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                5 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             1 	        6 	            6 	              918817
     2197 	          01 	   1 	  36 	         1 	               	              	             72 	     20 	           60 	              1 	               6 	          5 	           1 	        1 	          1 	            22 	               	               	               	            9 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            5 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              918817
     2197 	          02 	   6 	  34 	         1 	               	              	             10 	     78 	           40 	              1 	               6 	          5 	           1 	        6 	          1 	            15 	               	               	               	            6 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            9 	           1 	              1 	                 	       2 	             2 	        1 	            6 	              813075
     2201 	          01 	   6 	  34 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            8 	           1 	              1 	                 	       2 	             1 	        1 	            6 	              813075
     2201 	          02 	   1 	  30 	         1 	               	              	             62 	     30 	           40 	              1 	               6 	          5 	           1 	        1 	          1 	            22 	               	               	               	            5 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               1 	            8 	           1 	              1 	                 	       2 	             1 	        1 	            6 	              918817
     2202 	          01 	   6 	  59 	         1 	               	              	             47 	     15 	           44 	              1 	               6 	          2 	             	          	            	               	               	               	               	           99 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            5 	           1 	              1 	                 	       2 	             4 	        6 	            6 	              625648
     2202 	          02 	   6 	  82 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       3 	             3 	        6 	            6 	              650069
     2202 	          03 	   1 	  20 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              1 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	        6 	            6 	              666676
     2205 	          01 	   6 	  53 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              1 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       3 	             3 	        6 	            6 	             1212078
     2205 	          03 	   6 	  13 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       1 	             1 	          	              	             1086745
     2206 	          01 	   6 	  77 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       4 	             3 	        6 	            6 	             1597897
     2210 	          01 	   1 	  67 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              1 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1561486
     2210 	          02 	   6 	  65 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1597897
     2219 	          01 	   1 	  65 	         1 	               	              	                	     33 	           40 	              1 	               1 	          1 	             	          	            	               	               	               	               	            8 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             2 	        1 	            6 	             1561486
     2219 	          02 	   6 	  65 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             2 	        1 	            6 	             1597897
     2219 	          03 	   1 	  32 	         1 	               	              	             56 	     50 	           50 	              6 	               6 	          2 	             	          	            	               	               	               	               	            9 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            7 	           1 	              1 	                 	       1 	             1 	        6 	            6 	             1298361
     2220 	          01 	   6 	  59 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                8 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       1 	             2 	        1 	            6 	             1212078
     2220 	          02 	   1 	  62 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             2 	        1 	            6 	             1205183
     2223 	          01 	   6 	  80 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       4 	             2 	        1 	            6 	             1597897
     2223 	          02 	   1 	  85 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       5 	             2 	        1 	            6 	             1561486
     2224 	          01 	   6 	  73 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       3 	             3 	        6 	            6 	             1597897
     2228 	          01 	   6 	  24 	         6 	             1 	            4 	             47 	     53 	           40 	              1 	               6 	            	           1 	        6 	          1 	               	            31 	               	               	           99 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             1 	        1 	            6 	             1086745
     2228 	          02 	   1 	  25 	         1 	               	              	             23 	     72 	           45 	              1 	               6 	            	           1 	          	          1 	               	            31 	               	               	           99 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           1 	              1 	                 	       1 	             1 	        1 	            6 	             1299739
     2229 	          01 	   1 	  46 	         1 	               	              	             22 	     83 	           40 	              1 	               1 	          5 	           6 	        6 	          1 	            22 	               	               	               	           10 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            6 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1205183
     2229 	          02 	   6 	  33 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 1 	                   1 	          1 	          1 	          1 	          6 	          1 	          6 	          6 	          6 	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            9 	           3 	              3 	                 	       2 	             2 	        1 	            1 	             2196722
     2230 	          01 	   1 	  43 	         1 	               	              	             26 	     77 	           40 	              1 	               1 	          5 	           1 	        6 	          1 	               	            30 	               	               	           99 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            1 	            1 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1298361
     2230 	          02 	   6 	  43 	         1 	               	              	             47 	     72 	           23 	              6 	               6 	          5 	           1 	        6 	          1 	               	            30 	               	               	           99 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               1 	            3 	           1 	              1 	                 	       2 	             2 	        1 	            6 	             1234791
     2231 	          01 	   6 	  50 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                9 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              1 	              6 	              6 	              1 	              6 	              6 	              6 	               6 	               6 	               6 	            4 	           3 	              3 	                 	       4 	             2 	        1 	            6 	             2050540
     2231 	          02 	   1 	  53 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             1 	                 1 	                   1 	            	            	          1 	          1 	            	            	            	            	                2 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              1 	              6 	              6 	              1 	              6 	              6 	              6 	               6 	               6 	               6 	            7 	           3 	              3 	                 	       2 	             2 	        1 	            6 	             2324888
     2231 	          04 	   6 	  13 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                3 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              1 	              6 	              6 	              1 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           3 	              3 	                 	       1 	             1 	        6 	            6 	             1916195
     2232 	          01 	   6 	  85 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                4 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            2 	           1 	              1 	                 	       5 	             3 	        6 	            6 	             1597897
     2232 	          02 	   1 	  54 	         6 	             6 	              	                	        	              	                	                 	            	             	          	            	               	               	               	               	              	                     	                  	                   	             3 	                   	                     	            	            	            	            	            	            	            	            	                5 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            3 	           2 	              1 	                 	       2 	             4 	        1 	            6 	             1205183
     2234 	          01 	   6 	  52 	         1 	               	              	             26 	     43 	           30 	              1 	               1 	          5 	           1 	        1 	          1 	               	            30 	               	               	            6 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	              6 	               6 	               6 	               6 	            9 	           3 	              1 	               3 	       1 	             4 	        6 	            6 	             1212078
     2241 	          02 	   6 	  22 	         1 	               	              	             85 	     28 	           30 	              6 	               6 	          5 	           6 	        6 	          6 	               	               	               	               	            4 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              1 	              6 	              1 	              6 	              6 	              6 	              6 	              6 	              6 	               1 	               1 	               6 	            5 	           1 	              1 	                 	       1 	             1 	        6 	            6 	             1086745
     2241 	          03 	   6 	  19 	         1 	               	              	             85 	     28 	           20 	              6 	               6 	          5 	             	        6 	          6 	               	               	               	               	            1 	                   6 	                  	                   	               	                   	                     	            	            	            	            	            	            	            	            	                1 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	            6 	             6 	              1 	              6 	              1 	              6 	              6 	              6 	              6 	              6 	              6 	               1 	               6 	               6 	            5 	           1 	              1 	                 	       1 	             1 	        6 	            6 	             1086745
