CODI_LLAR 	CODI_PERSONA 	T1_ID_SEC_TRIM 	T1_DATA_DIA 	T1_DATA_MES 	T1_DATA_ANY 	T2_HH_INICI 	T2_MM_INICI 	T6_HH_FI 	T6_MM_FI 	T7_QUAN 	T7_QUAN_TARD 	T7_TIPUS_DIA 	T7_INUSUAL_1 	T7_INUSUAL_2 	T7_INUSUAL_3 	T7_INUSUAL_4 	T7_VIATGE 	T7_VIATGE_KM 	T7_T_REMUNERAT 	curaper 	treball 	estudi 	llarfam 	volreun 	vidsoc 	esport 	aficc 	mitjcom 	trajecte 	curaper2 	treball2 	estudi2 	llarfam2 	volreun2 	vidsoc2 	esport2 	aficc2 	mitjcom2 	trajecte2 	dormir 	menjar 	altrecur 	trebprin 	altretreb 	estudis_ne 	estudis 	estudis_tll 	llarfam_ne 	culin 	mantllar 	confecc 	jardi 	repar 	compra 	gestio 	curanen 	curadul 	organit 	altllar 	particip 	sociabil 	cultura 	lleurepa 	exfis 	exprod 	altresp 	art   	informat 	jocs  	lectura 	Tele  	radio 	desplaç_fi 	desplaç_treb 	desplaç_est 	desplaç_llarfam 	desplaç_vol 	desplaç_vidsoc 	desplaç_tll 	desplaç_muni 	codis_aux 	total_hores_dia 	dormir2 	menjar2 	altrecur2 	trebprin2 	altretreb2 	estudis_ne2 	estudis2 	estudis_tll2 	llarfam_ne2 	culin2 	mantllar2 	confecc2 	jardi2 	repar2 	compra2 	gestio2 	curanen2 	curadul2 	organit2 	altllar2 	particip2 	sociabil2 	cultura2 	lleurepa2 	exfis2 	exprod2 	altresp2 	art2 	informat2 	jocs2 	lectura2 	tele2 	radio2 	desplaç_fi2 	desplaç_treb2 	desplaç_est2 	desplaç_llarfam2 	desplaç_vol2 	desplaç_vidsoc2 	desplaç_tll2 	desplaç_muni2 	codis_aux2 	aprin_6 	aprin_7 	aprin_8 	aprin_9 	aprin_10 	aprin_11 	aprin_12 	aprin_13 	aprin_14 	aprin_15 	aprin_16 	aprin_17 	aprin_18 	aprin_19 	aprin_20 	aprin_21 	aprin_22 	aprin_23 	aprin_24 	aprin_1 	aprin_2 	aprin_3 	aprin_4 	aprin_5 	DIM_MUN 	SectorsActivitats
49	2	2	4	6	11	23	0	7	0	3		1		             			1		1	48000	0	0	24600	0	0	0	0	12600	1200	1			1					1	1	36000	9600	2400	0	0	0	0	0	0	5400	0	0	6000	0	1800	0	11400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12600	0	0	0	0	1200	0	0	0	0	0	86400	1	1	1			            			            	1			1		1		1									        						1					1						0	0	0	0	3	3	3	3	0	8	8	3	9	3	3	0	8	8	0	0	0	0	0	0	3	4
50	1	2	4	6	11	6	0	9	30	4	2	1		             			1		6	30600	0	0	33000	0	1800	0	1800	19200	0	1			1		1		1	1		22800	6000	1800	0	0	0	0	0	0	5400	4800	18600	1200	0	3000	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	1800	3000	15600	600	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            	1	1	1	1		1									1		        				1	1	1	1										7	0	0	3	0	3	3	3	3	3	3	0	0	3	8	8	5	3	8	8	0	0	0	0	3	99
51	1	2	5	6	11	23	0	6	30	1		1		             			1		1	48600	0	0	27000	0	6000	0	0	0	4800	1			1		1				1	40800	6000	1200	0	0	0	0	0	0	0	1200	0	24000	0	1800	0	0	0	0	0	0	1200	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	3600	0	86400	1	1	1			            			            		1		1		1							1		1		        													1		1		0	0	0	0	0	3	3	3	3	0	3	3	3	3	5	9	5	0	0	0	0	0	0	0	3	2
51	2	2	5	6	11	23	15	7	30	1		1		             			1		6	51000	0	0	22800	0	1200	0	2400	6000	3000	1			1		1		1	1	1	44400	4800	1800	0	0	0	0	0	0	7200	9600	0	0	0	0	0	6000	0	0	0	0	0	0	1200	0	0	0	2400	0	0	6000	0	0	0	0	0	0	0	0	0	3000	0	86400	1	1	1			            			            	1	1						1							1		        		1			1										1		0	0	0	0	0	1	3	7	8	0	0	0	0	8	3	9	3	3	0	0	0	0	0	0	3	99
53	1	2	18	5	11	1	30	8	0	2		2		             		1	1		1	30000	16800	0	0	16800	3000	0	0	7200	12600	1	1			1	1			1	1	24000	3000	3000	16800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16800	0	0	0	3000	0	0	0	0	0	0	0	7200	0	0	6600	0	2400	3600	0	0	0	0	86400	1	1	1	1		            			            											1				1		        						1			1		1	1					0	0	0	9	1	1	1	1	1	9	5	9	4	4	4	4	9	0	8	8	0	0	0	0	3	4
53	2	2	18	5	11	23	30	7	0	2		1		             			1		1	33600	22800	0	13200	0	6000	0	0	4800	6000	1	1		1		1			1	1	27000	4800	1800	22800	0	0	0	0	0	4800	3600	0	0	0	4200	0	600	0	0	0	0	3000	0	3000	0	0	0	0	0	0	0	4800	0	0	2400	0	3600	0	0	0	0	0	86400	1	1	1	1		            			            	1	1				1		1					1		1		        						1			1		1						0	0	9	1	1	1	1	1	1	3	5	3	3	3	3	3	0	8	0	0	0	0	0	0	3	4
53	4	2	18	5	11	23	30	7	45	2		1		             			1		6	39000	0	30000	0	0	2400	0	0	9000	6000	1		1			1			1	1	29400	6600	3000	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	9000	0	3000	0	3000	0	0	0	0	0	0	86400	1	1	1			            	1		            													1				        						1		1		1							0	0	0	2	2	2	2	2	0	9	2	2	9	2	2	8	0	8	0	0	0	0	0	0	3	99
54	1	2	18	5	11	2	0	9	30	2		1		             			1		1	33000	29400	0	4200	0	0	0	0	8400	11400	1	1		1					1	1	28200	2400	2400	29400	0	0	0	0	0	3000	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	11400	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1	1															        						1			1								0	0	0	0	3	3	9	9	1	1	1	1	1	1	1	1	9	9	8	8	0	0	0	0	3	2
54	2	2	18	5	11	1	10	7	0	2		1		             			1		1	31800	27000	0	10200	0	0	0	0	8400	9000	1	1		1					1	1	24000	5400	2400	24000	3000	0	0	0	0	4200	3600	1800	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	6000	0	2400	0	0	0	0	600	86400	1	1	1	1	1	            			            	1	1	1					1									        						1			1		1					1	0	3	0	1	1	1	1	9	1	1	1	1	9	3	3	0	8	8	0	0	0	0	0	0	3	4
54	3	2	18	5	11	0	30	7	20	2		1		             			1		6	33000	0	30000	1200	0	0	3000	5400	7800	6000	1		1	1			1	1	1	1	26400	3600	3000	0	0	0	30000	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	3000	0	0	0	5400	0	0	7800	0	0	0	4800	1200	0	0	0	0	0	86400	1	1	1			            	1		            						1										1	        			1			1				1	1						0	0	2	2	2	2	2	9	8	2	2	2	9	3	2	0	7	8	0	0	0	0	0	0	3	99
55	1	2	18	5	11	6	0	6	0	3		1		             			1		1	36000	32400	0	0	0	18000	0	0	0	0	1	1				1					32400	0	1800	32400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	1		1	1		            			            															1		        																	1	1	1	1	1	1	1	1	1	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	3	4
56	2	2	18	5	11	0	0	8	30	3		1		             			1		6	37200	0	0	26400	0	4200	6000	3600	9000	0	1			1		1	1	1	1		25200	9600	2400	0	0	0	0	0	0	12000	9600	1800	0	0	3000	0	0	0	0	0	0	600	0	3600	6000	0	0	0	0	3600	0	6000	3000	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            	1	1	1			1							1		1	1	        				1		1	1										0	0	0	3	3	3	3	3	3	7	8	8	0	6	5	3	0	3	8	0	0	0	0	0	3	4
56	3	2	18	5	11	0	0	9	0	1		1		             			1		6	45000	7200	5400	9000	0	600	13200	0	4200	1800	1	1	1	1		1	1		1	1	33000	11400	600	0	7200	0	0	5400	0	0	5400	0	1200	0	2400	0	0	0	0	0	0	0	0	600	13200	0	0	0	0	0	0	4200	0	0	0	0	600	0	0	1200	0	0	86400	1	1	1		1	            		1	            		1		1		1									1	1	        						1					1			1			0	0	0	0	1	0	6	9	0	1	2	0	3	6	6	6	6	8	0	0	0	0	0	0	3	99
56	4	2	18	5	11	23	0	6	0	1		1		             			1		6	40800	0	14400	0	0	0	7200	5400	9000	9600	1		1				1	1	1	1	30600	6600	2400	0	0	0	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7200	0	0	0	5400	0	0	9000	0	0	0	7800	0	0	0	1800	0	0	86400	1	1	1			            	1		            																1	        			1			1				1				1			0	9	2	2	2	2	9	7	0	8	0	0	6	6	9	0	8	0	0	0	0	0	0	0	3	99
57	1	2	20	5	11	22	0	8	0	3		1		             			1		1	34200	28200	0	9000	0	0	3600	0	1800	9600	1	1		1			1		1	1	25800	3000	5400	28200	0	0	0	0	0	3000	2400	0	0	0	2400	0	1200	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	1800	0	0	6000	0	600	0	0	0	0	3000	86400	1	1	1	1		            			            	1	1				1		1								1	        						1			1		1					1	0	9	1	1	1	1	1	1	1	1	6	9	3	9	8	0	3	0	0	0	0	0	0	0	3	4
58	1	2	20	5	11	0	30	7	15	4	3	1		             			1		1	40200	24600	0	3600	0	600	0	0	8400	9000	1	1		1		1			1	1	27000	9000	1800	24600	0	0	0	0	0	2400	0	0	0	0	0	0	1200	0	0	0	0	0	0	600	0	0	0	0	0	0	0	8400	0	0	3600	0	5400	0	0	0	0	0	86400	1	1	1	1		            			            	1							1							1		        						1			1		1						0	0	1	1	1	1	1	1	1	0	0	9	9	0	0	3	8	8	8	0	0	0	0	0	3	2
58	2	2	20	5	11	0	30	9	0	3		1		             			1		1	28200	26400	0	16200	0	0	0	0	8400	7200	1	1		1					1	1	24000	1800	2400	24600	1800	0	0	0	0	0	9600	0	0	0	3600	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	2400	0	4800	0	0	0	0	0	86400	1	1	1	1	1	            			            		1				1		1									        						1			1		1						0	0	0	9	1	1	1	1	1	1	1	9	3	3	3	3	8	8	8	0	0	0	0	0	3	4
58	3	2	20	5	11	22	30	10	0	3		1		             			1		6	34200	0	23400	3000	0	12000	0	0	6600	7200	1		1	1		1			1	1	28800	3600	1800	0	0	0	23400	0	0	0	600	0	0	0	2400	0	0	0	0	0	0	12000	0	0	0	0	0	0	0	0	0	6600	0	0	0	4800	2400	0	0	0	0	0	86400	1	1	1			            	1		            		1				1							1				        						1				1	1						0	0	0	2	2	2	2	2	8	2	2	2	3	5	5	5	0	8	0	0	0	0	0	0	3	99
59	1	2	21	5	11	23	30	8	0	4	2	2		             	1		5	1094	1	37800	0	0	7800	0	21000	0	0	0	19800	1			1		1				1	25800	8400	1800	0	0	0	0	0	0	0	1200	0	0	0	6600	0	0	0	0	0	0	0	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	8400	10200	0	86400	1	1	1			            			            		1				1								1			        											1			1	1		0	0	3	9	9	9	9	5	5	0	5	9	3	5	0	5	5	0	0	0	0	0	0	0	3	4
59	2	2	21	5	11	23	0	10	0	3		2		             		1	1		6	43800	0	5400	1800	0	22200	0	4200	4200	4800	1		1	1		1		1	1	1	30600	10800	2400	0	0	0	5400	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	22200	0	0	0	0	0	0	4200	0	4200	0	0	0	0	0	0	0	4800	0	0	86400	1	1	1			            	1		            		1												1			        				1		1								1			0	0	3	9	5	5	5	5	5	5	9	8	7	2	2	0	0	0	0	0	0	0	0	0	3	99
61	1	2	22	5	11	1	0	7	30	4	3	1		             			1		1	46200	0	0	22200	0	0	0	9000	7800	1200	1			1				1	1	1	36000	8400	1800	0	0	0	0	0	0	1800	7200	0	0	0	0	0	13200	0	0	0	0	0	0	0	0	0	0	0	9000	0	0	7800	0	0	0	0	1200	0	0	0	0	0	86400	1	1	1			            			            	1	1						1									        			1			1					1						0	0	0	8	7	3	3	3	3	0	0	3	0	7	3	0	8	0	0	0	0	0	0	0	3	4
61	2	2	22	5	11	23	30	7	0	4	3	1		             			1		1	48600	0	0	23400	0	0	0	6600	6600	1200	1			1				1	1	1	37800	8400	2400	0	0	0	0	0	0	6000	1800	10200	0	0	0	0	5400	0	0	0	0	0	0	0	0	0	0	0	6600	0	0	6600	0	0	0	0	1200	0	0	0	0	0	86400	1	1	1			            			            	1	1	1					1									        			1			1					1						0	0	0	8	3	3	3	3	9	0	0	7	0	3	8	0	7	0	0	0	0	0	0	0	3	4
61	3	2	22	5	11	22	0	8	0	4	3	1		             			1		6	51600	0	7200	0	0	0	0	20400	4800	2400	1		1					1	1	1	42000	6000	3000	0	0	0	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20400	0	4800	0	0	0	0	0	0	0	2400	0	0	86400	1	1	1			            	1		            																	        				1		1								1			0	0	0	0	7	2	9	7	7	0	7	2	0	9	0	0	0	0	0	0	0	0	0	0	3	99
62	1	2	22	5	11	0	20	6	10	1		2		             		1	1		1	45000	0	4200	12600	1200	1800	9600	0	12000	0	1		1	1	1	1	1		1		36000	6600	2400	0	0	0	0	4200	0	6000	4200	0	2400	0	0	0	0	0	0	0	1200	1800	0	0	9600	0	0	0	0	0	9600	2400	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            		1	            	1	1		1								1	1			1	        					1	1											0	0	0	0	3	2	4	6	3	3	0	6	3	8	8	3	8	0	0	0	0	0	0	0	3	4
64	1	2	4	5	11	23	30	7	30	4	5	1		             			1		6	53400	0	0	10800	0	0	9000	0	8400	4800	1			1			1		1	1	44400	7200	1800	0	0	0	0	0	0	0	4800	0	0	0	0	0	6000	0	0	0	0	0	0	0	9000	0	0	0	0	0	1800	6600	0	0	0	0	4800	0	0	0	0	0	86400	1	1	1			            			            		1						1								1	        					1	1					1						0	0	3	9	0	0	0	8	0	3	9	3	3	6	6	8	0	0	0	0	0	0	0	0	3	99
64	2	2	4	5	11	23	15	6	45	4	5	2	1	             			1		1	34200	34800	0	1800	0	0	9000	0	3000	3600	1	1		1			1		1	1	28800	3600	1800	32400	2400	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	3000	0	0	3600	0	0	0	0	0	0	0	86400	1	1	1	1	1	            			            								1								1	        						1			1								0	0	1	1	1	1	1	1	9	1	1	1	9	6	6	3	0	0	0	0	0	0	0	0	3	4
64	3	2	4	5	11	22	0	7	30	3		1		             			1		6	41400	0	18600	0	0	1800	18000	0	3000	3600	1		1			1	1		1	1	31200	7200	3000	0	0	0	18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	18000	0	0	0	0	0	0	3000	0	0	0	3600	0	0	0	0	0	0	86400	1	1	1			            	1		            													1			1	        						1				1							0	0	0	5	2	6	2	0	6	5	2	6	9	6	6	0	8	0	0	0	0	0	0	0	3	99
66	1	2	4	5	11	23	0	7	0	2		1		             			1		1	31800	32400	0	7800	0	0	2400	0	1800	10200	1	1		1			1		1	1	25200	3600	3000	28800	3600	0	0	0	0	1800	600	0	0	0	2400	0	3000	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	1800	0	0	3600	0	2400	0	0	1200	0	3000	86400	1	1	1	1	1	            			            	1	1				1		1								1	        						1			1		1			1		1	0	0	3	9	1	1	1	1	1	1	1	1	1	9	9	9	3	9	0	0	0	0	0	0	3	4
66	2	2	4	5	11	23	30	6	30	1		1		             			1		1	33600	25200	0	14400	0	1800	0	0	4200	7200	1	1		1		1			1	1	25200	4800	3600	25200	0	0	0	0	0	3000	3000	0	0	0	600	0	7800	0	0	0	0	600	0	1200	0	0	0	0	0	0	0	4200	0	0	5400	0	1800	0	0	0	0	0	86400	1	1	1	1		            			            	1	1				1		1					1		1		        						1			1		1						0	0	1	1	1	1	1	1	1	9	0	3	3	3	3	3	3	8	0	0	0	0	0	0	3	4
67	1	2	6	5	11	0	15	8	0	1		2		             		1	1		6	54600	0	0	9000	0	0	4200	0	15000	3600	1			1			1		1	1	30000	10200	14400	0	0	0	0	0	0	4800	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	15000	0	0	0	0	3600	0	0	0	0	0	86400	1	1	1			            			            	1					1										1	        						1					1						0	0	0	0	0	0	0	3	9	8	0	8	6	8	8	0	3	3	8	0	0	0	0	0	3	99
67	2	2	6	5	11	0	15	8	0	1		2		             		1	1		6	34800	0	0	32400	0	1200	3600	0	9600	4800	1			1		1	1		1	1	25200	6600	3000	0	0	0	0	0	0	14400	4800	6000	0	0	1800	0	0	5400	0	0	0	0	0	1200	3600	0	0	0	0	0	0	9600	0	0	0	0	4800	0	0	0	0	0	86400	1	1	1			            			            	1	1	1			1			1						1	1	        						1					1						0	0	3	3	3	3	3	3	9	8	3	3	6	8	3	0	3	8	8	0	0	0	0	0	3	99
68	1	2	6	5	11	5	30	6	0	4	4	2		             		1	1		6	45000	0	0	6000	0	0	0	0	32400	3000	1			1					1	1	36000	4800	3600	0	0	0	0	0	0	0	0	1800	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	28800	0	0	0	0	3000	0	0	0	0	0	86400	1	1	1			            			            			1			1											        					1	1					1						0	3	8	8	0	0	3	9	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	3	99
69	1	2	7	5	11	23	0	8	0	3		1		             			1		6	46200	3600	0	21600	0	9600	0	0	3000	2400	1	1		1		1			1	1	37800	6000	1800	3600	0	0	0	0	0	11400	3600	3600	0	0	3000	0	0	0	0	0	0	5400	0	4200	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	2400	0	0	0	86400	1	1	1	1		            			            	1	1	1			1							1		1		        						1							1				0	0	0	0	3	3	1	3	3	0	9	5	9	3	3	8	0	0	0	0	0	0	0	0	3	99
69	2	2	7	5	11	23	0	8	0	3		1		             			1		1	36000	26400	0	3000	0	14400	0	0	4200	2400	1	1		1		1			1	1	29400	4800	1200	26400	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	5400	0	9000	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	2400	0	0	0	86400	1	1	1	1		            			            	1												1		1		        						1							1				0	1	1	1	1	1	1	1	3	0	9	5	9	3	3	8	8	0	0	0	0	0	0	0	3	4
70	1	2	7	5	11	0	30	8	30	3		1		             			1		1	48600	0	0	9600	0	2400	11400	0	13200	1200	1			1		1	1		1	1	37800	7800	1800	0	0	0	0	0	0	2400	0	0	0	0	7200	0	0	0	0	0	0	0	0	2400	11400	0	0	0	0	0	0	13200	0	0	0	0	0	0	0	1200	0	0	86400	1	1	1			            			            	1					1									1	1	        						1								1			0	0	0	0	0	6	3	3	3	0	8	8	9	6	6	0	8	8	0	0	0	0	0	0	3	4
72	1	2	8	5	11	23	50	6	15	1		2		             		1	1		1	47400	0	0	10800	0	9000	3600	3600	2400	9600	1			1		1	1	1	1	1	30600	14400	2400	0	0	0	0	0	0	6000	600	4200	0	0	0	0	0	0	0	0	0	5400	0	3600	3600	0	0	0	3600	0	0	2400	0	0	0	0	0	0	2400	7200	0	0	86400	1	1	1			            			            	1	1	1										1		1	1	        			1			1							1	1			0	0	3	9	6	0	9	0	3	0	0	5	5	5	3	0	7	0	0	0	0	0	0	0	3	4
72	2	2	8	5	11	23	50	7	35	1		2		             		1	1		6	45000	0	0	4800	0	12600	0	9000	5400	9600	1			1		1		1	1	1	27600	15600	1800	0	0	0	0	0	0	4200	600	0	0	0	0	0	0	0	0	0	0	5400	3600	3600	0	0	0	0	9000	0	2400	3000	0	0	0	0	0	0	2400	7200	0	0	86400	1	1	1			            			            	1	1											1	1	1		        			1		1	1							1	1			0	0	0	9	5	0	9	0	3	0	0	5	5	5	7	0	7	7	8	0	0	0	0	0	3	99
73	1	2	12	4	11	6	0	6	0	3		1		             			1		1	30000	33000	0	2400	0	2400	3000	3000	4200	8400	1	1		1		1	1	1	1	1	24600	3600	1800	31200	1800	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	3000	0	0	0	3000	0	0	4200	0	0	8400	0	0	0	0	0	0	0	86400	1	1	1	1	1	            			            	1														1	1	        			1			1			1								0	9	9	1	1	1	1	1	1	1	1	1	9	6	7	0	8	8	0	0	0	0	0	0	3	2
73	2	2	12	4	11	23	0	8	0	3		1		             			1		1	39600	18000	0	11400	0	0	0	0	8400	9000	1	1		1					1	1	30000	8400	1200	18000	0	0	0	0	0	3000	8400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	1800	0	7200	0	0	0	0	0	86400	1	1	1	1		            			            	1	1															        						1			1		1						0	0	9	3	3	8	3	9	0	9	1	1	1	1	1	9	8	8	0	0	0	0	0	0	3	4
76	1	2	12	4	11	5	15	7	30	3		2		             		1	1		6	37800	0	3600	18000	7800	7800	0	0	7200	4200	1		1	1	1	1			1	1	27600	7800	2400	0	0	0	0	3600	0	7200	6600	0	0	0	4200	0	0	0	0	7800	0	0	0	7800	0	0	0	0	0	0	0	0	7200	0	0	0	0	4200	0	0	0	0	86400	1	1	1			            		1	            	1	1				1					1				1		        							1					1					8	8	0	0	3	3	3	0	5	5	3	2	9	4	4	9	0	0	0	0	0	0	0	0	3	99
79	1	2	16	4	11	23	0	10	0	3		1		             			1		6	45600	0	0	7200	0	0	0	0	32400	1200	1			1					1	1	34200	10200	1200	0	0	0	0	0	0	3600	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30600	1800	0	0	0	0	0	1200	0	0	0	86400	1	1	1			            			            	1	1															        						1	1						1				0	0	0	0	8	3	8	8	3	8	8	8	9	0	8	8	0	8	0	0	0	0	0	0	3	99
79	2	2	16	4	11	2	0	11	0	3		1		             			1		6	27600	0	0	3600	0	28800	600	10800	6600	8400	1			1		1	1	1	1	1	9600	16800	1200	0	0	0	0	0	0	2400	0	1200	0	0	0	0	0	0	0	0	0	15000	13800	0	600	0	0	0	10800	0	6600	0	0	0	0	0	0	0	6000	2400	0	0	86400	1	1	1			            			            	1		1										1	1		1	        			1		1								1	1			0	0	0	7	7	3	8	7	0	7	9	5	5	5	6	0	0	9	0	5	5	5	5	5	3	99
80	1	2	16	4	11	23	0	8	0	4	8	2		             	1		4	225	1	43200	0	0	19200	0	600	4200	0	5400	13800	1			1		1	1		1	1	24600	16200	2400	0	0	0	0	0	0	9600	5400	600	0	0	3600	0	0	0	0	0	0	600	0	0	4200	0	0	0	0	0	0	5400	0	0	0	0	1200	0	0	0	12600	0	86400	1	1	1			            			            	1	1	1			1							1			1	        						1					1				1		0	9	9	9	9	0	3	3	3	0	3	0	6	0	8	3	0	3	0	0	0	0	0	0	3	4
80	2	2	16	4	11	23	15	8	30	4	8	2		             	1		4	225	6	44400	0	0	21600	0	0	4800	0	6000	9600	1			1			1		1	1	25800	15000	3600	0	0	0	0	0	0	9600	9000	0	0	0	3000	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	6000	0	0	0	0	0	1200	0	0	0	8400	0	86400	1	1	1			            			            	1	1				1										1	        					1						1				1		0	9	9	9	3	0	3	3	3	0	3	0	6	0	8	3	0	3	0	0	0	0	0	0	3	99
80	3	2	16	4	11	23	0	8	30	4	8	2		             	1		4	225	6	39600	0	7800	25200	0	1200	0	1200	1800	9600	1		1	1		1		1	1	1	25800	12000	1800	0	0	0	7800	0	0	6000	8400	0	6600	0	4200	0	0	0	0	0	0	0	0	1200	0	0	0	0	1200	0	0	1800	0	0	0	0	0	0	0	0	9600	0	86400	1	1	1			            	1		            	1	1		1		1									1		        			1			1									1		0	9	9	9	3	5	3	3	3	0	3	2	2	3	7	3	0	0	0	0	0	0	0	0	3	99
80	4	2	16	4	11	23	15	9	50	4	8	2		             	1		4	225	6	37200	0	4800	16200	0	600	3000	3600	11400	9600	1		1	1		1	1	1	1	1	24600	11400	1200	0	0	0	4800	0	0	4200	8400	0	3600	0	0	0	0	0	0	0	0	0	0	600	3000	0	0	0	3600	0	0	11400	0	0	0	0	0	0	0	0	9600	0	86400	1	1	1			            	1		            	1	1		1											1	1	        			1			1									1		0	9	9	9	3	8	3	7	8	0	6	2	2	3	8	3	0	8	0	0	0	0	0	0	3	99
81	1	2	17	4	11	0	0	8	0	4	3	1		             			1		6	45000	0	0	11400	4800	11400	4200	0	9000	600	1			1	1	1	1		1	1	34200	6000	4800	0	0	0	0	0	0	9000	2400	0	0	0	0	0	0	0	0	0	4800	4200	0	7200	4200	0	0	0	0	0	0	9000	0	0	0	0	0	600	0	0	0	0	86400	1	1	1			            			            	1	1										1	1		1	1	        						1						1					0	0	0	0	3	3	0	4	6	3	3	0	8	5	5	0	8	5	0	0	0	0	0	0	3	99
81	2	2	17	4	11	1	0	9	0	1		1		             			1		6	45600	0	0	4800	4800	2400	4200	0	24000	600	1			1	1	1	1		1	1	35400	6600	3600	0	0	0	0	0	0	3600	0	0	0	0	0	1200	0	0	0	0	4800	2400	0	0	4200	0	0	0	0	0	9000	15000	0	0	0	0	0	600	0	0	0	0	86400	1	1	1			            			            	1						1					1	1			1	        					1	1						1					0	0	0	0	0	8	3	4	6	3	3	0	8	5	8	0	8	8	3	0	0	0	0	0	3	99
84	1	1	2	2	11	23	30	7	0	1		1		             			1		6	36600	0	0	24600	4200	0	0	0	7200	13800	1			1	1				1	1	26400	7200	3000	0	0	0	0	0	0	0	5400	0	0	0	3000	0	16200	0	0	4200	0	0	0	0	0	0	0	0	0	0	1800	5400	0	0	0	0	13800	0	0	0	0	0	86400	1	1	1			            			            		1				1		1			1						        					1	1					1						0	0	3	9	3	4	3	9	3	0	8	9	8	3	3	0	0	8	0	0	0	0	0	0	3	99
84	2	1	2	2	11	0	0	7	0	2		1		             			1		1	36600	29400	0	0	0	0	0	0	6000	14400	1	1							1	1	25200	6600	4800	28800	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	5400	0	0	14400	0	0	0	0	0	0	0	86400	1	1	1	1	1	            			            																	        					1	1			1								0	0	0	9	1	1	1	1	9	9	9	1	1	1	9	0	0	8	0	0	0	0	0	0	3	2
85	1	1	2	2	11	6	0	6	0	4	4	1		             			1		1	27600	30000	0	12600	0	0	0	0	13800	2400	1	1		1					1	1	20400	6000	1200	30000	0	0	0	0	0	2400	0	0	0	0	5400	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	12600	0	0	0	0	2400	0	0	0	0	0	86400	1	1	1	1		            			            	1					1		1									        					1	1					1						1	1	1	1	1	1	1	1	1	8	8	9	3	3	3	0	8	8	0	0	0	0	0	0	3	4
85	2	1	2	2	11	21	0	7	0	4	4	1		             			1		1	56400	5400	0	11400	0	0	0	1800	1800	9600	1	1		1				1	1	1	49200	7200	0	5400	0	0	0	0	0	3000	0	0	0	0	0	0	8400	0	0	0	0	0	0	0	0	0	0	0	1800	0	1800	0	0	0	2400	0	7200	0	0	0	0	0	86400	1	1		1		            			            	1							1									        			1		1				1		1						1	1	9	9	0	0	0	0	0	0	0	9	3	3	3	0	7	0	0	0	0	0	0	0	3	4
