CODI_LLAR 	CODI_PERSONA 	T1_ID_SEC_TRIM 	T1_DATA_DIA 	T1_DATA_MES 	T1_DATA_ANY 	T2_HH_INICI 	T2_MM_INICI 	T6_HH_FI 	T6_MM_FI 	T7_QUAN 	T7_QUAN_TARD 	T7_TIPUS_DIA 	T7_INUSUAL_1 	T7_INUSUAL_2 	T7_INUSUAL_3 	T7_INUSUAL_4 	T7_VIATGE 	T7_VIATGE_KM 	T7_T_REMUNERAT 	curaper 	treball 	estudi 	llarfam 	volreun 	vidsoc 	esport 	aficc 	mitjcom 	trajecte 	curaper2 	treball2 	estudi2 	llarfam2 	volreun2 	vidsoc2 	esport2 	aficc2 	mitjcom2 	trajecte2 	dormir 	menjar 	altrecur 	trebprin 	altretreb 	estudis_ne 	estudis 	estudis_tll 	llarfam_ne 	culin 	mantllar 	confecc 	jardi 	repar 	compra 	gestio 	curanen 	curadul 	organit 	altllar 	particip 	sociabil 	cultura 	lleurepa 	exfis 	exprod 	altresp 	art   	informat 	jocs  	lectura 	Tele  	radio 	desplaç_fi 	desplaç_treb 	desplaç_est 	desplaç_llarfam 	desplaç_vol 	desplaç_vidsoc 	desplaç_tll 	desplaç_muni 	codis_aux 	total_hores_dia 	dormir2 	menjar2 	altrecur2 	trebprin2 	altretreb2 	estudis_ne2 	estudis2 	estudis_tll2 	llarfam_ne2 	culin2 	mantllar2 	confecc2 	jardi2 	repar2 	compra2 	gestio2 	curanen2 	curadul2 	organit2 	altllar2 	particip2 	sociabil2 	cultura2 	lleurepa2 	exfis2 	exprod2 	altresp2 	art2 	informat2 	jocs2 	lectura2 	tele2 	radio2 	desplaç_fi2 	desplaç_treb2 	desplaç_est2 	desplaç_llarfam2 	desplaç_vol2 	desplaç_vidsoc2 	desplaç_tll2 	desplaç_muni2 	codis_aux2 	aprin_6 	aprin_7 	aprin_8 	aprin_9 	aprin_10 	aprin_11 	aprin_12 	aprin_13 	aprin_14 	aprin_15 	aprin_16 	aprin_17 	aprin_18 	aprin_19 	aprin_20 	aprin_21 	aprin_22 	aprin_23 	aprin_24 	aprin_1 	aprin_2 	aprin_3 	aprin_4 	aprin_5 	DIM_MUN 	SectorsActivitats
2661	2	4	15	10	10	22	0	8	0	3		1		             			1		6	41400	0	0	45000	0	0	0	0	0	0	1			1							33000	8400	0	0	0	0	0	0	0	12000	0	0	0	0	3600	0	29400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86400	1	1				            			            	1					1		1									        																	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	2	99
2661	3	4	15	10	10	23	0	9	0	3		1		             			1		1	48000	7200	0	0	0	0	19200	7200	4200	600	1	1					1	1	1	1	40800	7200	0	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19200	0	0	0	7200	0	4200	0	0	0	600	0	0	0	0	0	0	0	86400	1	1		1		            			            																1	        			1		1				1								0	0	0	0	0	6	7	7	0	8	6	1	1	6	6	6	0	0	0	0	0	0	0	0	2	4
2663	1	4	16	10	10	1	0	6	15	1		2		             		1	4	50	6	33000	0	0	3600	10200	19200	0	0	1200	19200	1			1	1	1			1	1	11400	12000	9600	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	10200	19200	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	600	18600	0	0	0	86400	1	1	1			            			            	1											1	1				        						1						1	1				0	0	0	0	4	4	4	5	0	9	0	3	5	9	9	5	9	0	0	0	5	9	5	5	2	99
2663	2	4	16	10	10	0	30	6	0	1		1		             			4	50	6	33600	0	7200	0	0	32400	0	0	4200	9000	1		1			1			1	1	18000	7200	7800	0	0	0	0	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	31200	0	1200	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	9000	0	0	0	86400	1	1	1			            		1	            													1		1		        						1							1				0	0	0	0	0	2	2	0	0	0	5	5	5	5	5	9	5	0	9	5	5	5	5	5	2	99
2663	3	4	16	10	10	1	30	7	30	3		2		             		1	1		1	18600	35400	0	1800	0	18000	0	5400	0	7200	1	1		1		1		1		1	10800	6000	1800	34800	600	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	0	0	0	0	5400	0	0	0	0	5400	0	0	0	0	1800	0	0	86400	1	1	1	1	1	            			            	1												1				        				1					1					1			0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	3	7	7	5	5	5	5	5	2	4
2666	1	4	17	10	10	6	0	10	30	3		1		             			2	200	6	31200	0	0	0	0	21600	0	0	15000	18600	1					1			1	1	17400	11400	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	18000	0	0	0	0	0	0	0	0	15000	0	0	0	0	3000	0	0	15600	0	0	86400	1	1	1			            			            													1	1			        						1					1			1			0	9	0	9	5	5	5	5	5	0	0	5	9	9	9	8	8	8	8	8	0	0	0	0	2	99
2668	1	4	27	12	10	24	0	7	0	1		2		           1 			1		6	36600	0	0	20400	0	3000	0	0	25200	1200	1			1		1			1	1	24600	6000	6000	0	0	0	0	0	0	2400	7200	2400	0	0	8400	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	11400	13800	0	0	0	0	1200	0	0	0	0	0	86400	1	1	1			            			            	1	1	1			1							1				        					1	1					1						0	0	0	3	3	0	3	5	3	3	8	8	8	3	8	8	8	8	0	0	0	0	0	0	2	4
2668	2	4	27	12	10	24	0	7	0	2		1		             			1		1	33600	32400	0	1800	0	0	0	6000	9000	3600	1	1		1				1	1	1	24600	7200	1800	32400	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6000	0	0	9000	0	0	3600	0	0	0	0	0	0	0	86400	1	1	1	1		            			            	1																        			1			1			1								0	0	1	1	1	1	1	0	1	1	1	1	9	0	7	8	3	8	0	0	0	0	0	0	2	3
2675	1	4	2	1	11	1	0	8	0	4	2	1		             			1		1	48000	0	0	12600	0	2400	0	0	18600	4800	1			1		1			1	1	30600	13200	3600	0	0	0	0	0	0	0	12600	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	18600	0	0	0	0	0	0	4800	0	0	0	86400	1	1	1			            			            		1											1				        						1							1				0	0	0	0	3	3	3	9	0	0	9	8	8	8	9	0	8	8	0	0	0	0	0	0	2	4
2678	1	1	24	2	11	1	0	7	30	1		1		             			1		1	34800	22200	10800	6600	0	0	0	1200	4800	6000	1	1	1	1				1	1	1	25200	6000	3600	21600	600	0	10800	0	0	1800	3600	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	1800	3000	0	1200	2400	2400	0	0	0	0	0	0	86400	1	1	1	1	1	            	1		            	1	1	1														        			1		1	1		1	1	1							0	0	0	7	9	2	1	1	9	9	1	1	1	2	2	3	8	3	0	0	0	0	0	0	2	4
2678	2	1	24	2	11	0	40	7	30	1		1		             			1		1	36600	29400	0	600	0	4200	0	600	6600	8400	1	1		1		1		1	1	1	19200	15000	1800	27600	1800	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	600	0	3000	3600	0	1200	2400	0	0	0	3000	0	0	1800	86400	1	1	1	1	1	            			            		1											1				        			1		1	1		1	1				1			1	0	0	9	1	1	1	1	9	1	1	1	9	8	1	9	9	0	5	5	0	9	0	0	0	2	4
2680	1	1	24	2	11	23	30	6	0	1		1		             			1		1	33000	39600	0	0	0	600	0	0	10800	2400	1	1				1			1	1	24600	5400	3000	39600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	3000	7800	0	1200	1200	0	0	0	0	0	0	0	86400	1	1	1	1		            			            															1		        					1	1		1	1								0	0	1	1	1	1	1	1	5	1	1	1	1	1	8	8	8	8	0	0	0	0	0	0	2	4
2680	2	1	24	2	11	23	50	7	30	1		1		             			1		6	37200	0	3000	15600	0	2400	4800	1800	16200	5400	1		1	1		1	1	1	1	1	29400	4800	3000	0	0	0	0	3000	0	5400	5400	0	0	0	4800	0	0	0	0	0	0	1800	0	600	4800	0	0	0	1800	0	6000	10200	0	1200	0	0	2400	0	600	1200	0	0	86400	1	1	1			            		1	            	1	1				1							1		1	1	        			1		1	1		1			1		1	1			0	0	0	3	3	8	3	5	9	8	2	9	6	3	3	8	8	0	0	0	0	0	0	0	2	99
2682	1	1	25	2	11	23	45	7	15	4	3	1		             			4	20	1	33000	19800	0	11400	4800	600	0	0	12000	4800	1	1		1	1	1			1	1	24000	6000	3000	19800	0	0	0	0	0	2400	2400	0	0	0	600	0	6000	0	0	4800	0	600	0	0	0	0	0	0	0	0	0	12000	0	0	1200	0	1200	0	0	0	2400	0	86400	1	1	1	1		            			            	1	1				1		1			1		1				        						1			1		1				1		0	0	0	1	1	1	1	1	9	0	3	3	5	4	3	3	0	8	8	0	0	0	0	0	2	4
2682	2	1	25	2	11	23	45	7	15	4	3	1		             			4	20	1	32400	16800	0	18600	4800	600	0	0	7800	5400	1	1		1	1	1			1	1	24000	3600	4800	16800	0	0	0	0	0	10200	600	0	0	0	0	0	7800	0	0	4800	0	600	0	0	0	0	0	0	0	0	0	7800	0	0	1200	0	1800	0	0	0	2400	0	86400	1	1	1	1		            			            	1	1						1			1		1				        						1			1		1				1		0	0	3	9	1	1	1	1	3	3	3	3	5	4	3	3	0	8	8	0	0	0	0	0	2	4
2684	1	1	26	2	11	1	0	9	30	4	2	2		             		1	1		1	42600	0	0	3000	0	10800	8400	0	18600	3000	1			1		1	1		1	1	30000	10200	2400	0	0	0	0	0	0	600	2400	0	0	0	0	0	0	0	0	0	0	10800	0	0	8400	0	0	0	0	0	7200	11400	0	0	0	0	0	0	3000	0	0	0	86400	1	1	1			            			            	1	1											1			1	        					1	1							1				0	0	0	0	0	3	6	6	0	8	8	8	8	8	9	0	5	5	5	0	0	0	0	0	2	4
2685	1	1	27	2	11	23	30	6	15	2		1		             			1		1	55200	0	0	5400	0	0	22200	0	1200	2400	1			1			1		1	1	39600	10800	4800	0	0	0	0	0	0	1800	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	22200	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	2400	86400	1	1	1			            			            	1	1														1	        						1										1	0	0	0	0	6	6	6	6	0	0	0	0	6	6	3	3	8	0	0	0	0	0	0	0	2	2
2685	2	1	27	2	11	23	0	6	30	2		1		             			1		1	55200	0	0	5400	0	0	22200	0	1800	1800	1			1			1		1	1	39600	10800	4800	0	0	0	0	0	0	1800	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	22200	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	1800	86400	1	1	1			            			            	1	1														1	        						1										1	0	0	0	0	6	6	6	6	0	0	0	0	6	6	3	3	8	0	0	0	0	0	0	0	2	4
2685	3	1	27	2	11	22	15	8	15	2		1		             			1		6	56400	0	1800	600	0	0	22200	3600	0	1800	1		1	1			1	1		1	41400	10800	4200	0	0	0	1800	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	22200	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	1800	86400	1	1	1			            	1		            		1														1	        				1												1	0	0	0	0	6	6	6	6	0	0	0	7	6	6	2	9	0	0	0	0	0	0	0	0	2	99
2686	1	1	27	2	11	3	30	8	40	1		2		             	1		2	40	1	51000	0	6000	2400	0	0	14400	600	6000	6000	1		1	1			1	1	1	1	42000	6600	2400	0	0	0	0	6000	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	14400	0	0	0	600	0	0	6000	0	0	0	0	0	0	0	6000	0	0	86400	1	1	1			            		1	            						1										1	        			1			1								1			0	0	0	0	0	0	6	6	0	3	8	2	2	9	6	9	8	0	0	0	0	0	0	0	2	4
2687	1	4	25	11	10	23	0	8	0	3		1		             			1		6	40200	22200	0	14400	0	0	0	2400	3600	3600	1	1		1				1	1	1	32400	4200	2400	0	22200	0	0	0	0	6000	2400	1200	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	3600	0	0	0	0	2400	0	1200	0	0	0	86400	1	1	1		1	            			            	1	1	1					1									        				1		1					1		1				0	0	0	1	1	1	1	1	3	8	3	0	3	8	3	9	3	0	0	0	0	0	0	0	2	99
2687	2	4	25	11	10	22	0	6	30	3		1		             			1		6	42000	0	30000	4200	0	3600	0	0	1800	4800	1		1	1		1			1	1	33000	3000	4800	0	0	0	30000	0	0	3000	600	0	0	0	0	0	600	0	0	0	0	1800	0	1800	0	0	0	0	0	0	0	1800	0	0	0	4800	0	0	0	0	0	0	86400	1	1	1			            	1		            	1	1						1					1		1		        						1				1							0	3	2	2	2	0	2	2	2	0	2	2	5	0	3	8	0	0	0	0	0	0	0	0	2	99
2687	3	4	25	11	10	1	0	7	10	2		1		             			1		6	25200	0	31200	3000	0	1800	0	3600	15600	6000	1		1	1		1		1	1	1	16800	3600	3600	0	0	0	31200	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	3600	0	15600	0	0	0	6000	0	0	0	0	0	0	86400	1	1	1			            	1		            	1												1				        				1		1				1							0	0	2	2	2	5	2	2	0	2	2	0	2	8	2	7	3	8	8	8	8	0	0	0	2	99
2687	4	4	25	11	10	24	0	7	0	3		1		             			1		6	33000	0	37800	600	0	4800	0	2400	600	7200	1		1	1		1		1	1	1	25800	2400	3600	0	0	0	37800	0	0	600	0	0	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	2400	0	600	0	0	0	6000	0	0	1200	0	0	0	86400	1	1	1			            	1		            	1												1				        				1		1				1			1				0	0	2	2	2	2	2	2	0	2	2	2	2	5	3	9	2	2	0	0	0	0	0	0	2	99
2690	1	4	25	11	10	24	0	7	0	2		1		             			1		1	40200	28800	0	0	0	0	0	4200	3000	10200	1	1						1	1	1	30000	9000	1200	28800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	3000	0	0	7800	0	2400	0	0	0	0	0	86400	1	1	1	1		            			            																	        				1		1			1		1						0	0	9	9	1	1	1	0	0	1	1	1	1	9	7	0	8	0	0	0	0	0	0	0	2	3
2690	2	4	25	11	10	23	0	8	30	1		2		           1 			1		6	46800	0	0	24000	4200	4200	0	0	5400	1800	1			1	1	1			1	1	34800	7200	4800	0	0	0	0	0	0	10200	9000	1200	0	0	3600	0	0	0	0	4200	0	4200	0	0	0	0	0	0	0	0	0	5400	0	0	0	0	0	0	0	0	0	1800	86400	1	1	1			            			            	1	1	1			1					1		1				        						1										1	0	0	0	0	3	3	3	3	0	3	0	0	5	4	3	0	8	8	0	0	0	0	0	0	2	99
2691	1	4	26	11	10	23	30	7	0	2		1		             			1		1	34200	30000	0	11400	0	0	0	3600	3600	3600	1	1		1				1	1	1	27000	2400	4800	28800	1200	0	0	0	0	4800	1800	1800	1200	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	3600	0	0	3600	0	0	0	0	0	0	0	86400	1	1	1	1	1	            			            	1	1	1	1		1											        			1			1			1								0	0	3	1	1	1	1	1	9	0	1	1	1	1	8	8	0	7	0	0	0	0	0	0	2	4
2697	1	1	14	3	11	23	0	7	40	4	2	1		             			1		6	41400	0	0	16200	0	2400	2400	6600	16200	1200	1			1		1	1	1	1	1	33000	6000	1200	0	0	0	0	0	0	3600	5400	0	7200	0	0	0	0	0	0	0	0	2400	0	0	2400	0	0	0	1800	4800	4200	12000	0	0	0	0	1200	0	0	0	0	0	86400	1	1	1			            			            	1	1		1									1			1	        			1	1	1	1					1						0	0	0	3	3	3	3	0	3	8	7	8	7	6	3	8	8	0	0	0	0	0	0	0	2	99
2697	2	1	14	3	11	22	45	9	30	4	2	1		             			1		6	43200	0	0	15600	0	1200	0	0	26400	0	1			1		1			1		34800	6000	1200	0	0	0	0	0	0	6600	9000	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	3600	22800	0	0	0	0	0	0	0	0	0	0	86400	1	1	1			            			            	1	1											1				        					1	1											0	0	0	0	3	3	5	0	3	8	8	8	8	8	3	8	8	8	0	0	0	0	0	0	2	99
2698	1	1	14	3	11	5	40	6	20	3		1		             			1		1	39000	24000	0	10800	1800	3600	0	0	4200	3000	1	1		1	1	1			1	1	32400	4200	2400	24000	0	0	0	0	0	0	4800	0	0	0	6000	0	0	0	0	0	1800	1800	0	1800	0	0	0	0	0	0	0	4200	0	0	1200	0	1800	0	0	0	0	0	86400	1	1	1	1		            			            		1				1						1	1		1		        						1			1		1						4	0	0	3	9	8	3	0	1	1	1	1	1	1	9	8	0	0	0	0	0	0	0	0	2	4
2698	2	1	14	3	11	2	30	7	20	3		1		             			1		1	39600	0	0	28200	0	0	5400	0	8400	4800	1			1			1		1	1	31200	4200	4200	0	0	0	0	0	0	10200	0	3600	0	0	0	6600	0	7800	0	0	0	0	0	0	5400	0	0	0	0	0	0	8400	0	0	0	0	3600	0	0	1200	0	0	86400	1	1	1			            			            	1		1				1		1							1	        						1					1			1			0	0	0	9	3	9	3	3	0	6	0	0	3	3	3	8	8	0	0	0	0	0	0	0	2	4
2698	3	1	14	3	11	1	20	6	40	3		2		             		1	1		6	29400	0	23400	7800	0	6600	0	4200	10200	4800	1		1	1		1		1	1	1	18600	8400	2400	0	0	0	23400	0	0	0	600	0	0	0	7200	0	0	0	0	0	0	1200	0	5400	0	0	0	0	4200	0	0	10200	0	0	0	3600	1200	0	0	0	0	0	86400	1	1	1			            	1		            		1				1							1		1		        			1			1				1	1						0	0	2	2	0	2	2	2	0	9	2	0	3	3	5	0	8	8	8	7	0	0	0	0	2	99
2698	4	1	14	3	11	3	0	12	30	3		2		             		1	1		6	51000	0	7200	0	0	1200	9600	7200	9000	1200	1		1			1	1	1	1	1	45000	2400	3600	0	0	0	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	9600	0	0	0	5400	1800	0	9000	0	0	0	0	0	0	0	1200	0	0	86400	1	1	1			            	1		            													1			1	        			1	1		1								1			0	0	0	0	0	0	0	0	0	7	2	2	9	6	6	9	8	8	7	7	0	0	0	0	2	99
2700	1	1	14	3	11	24	0	8	10	1		2		             	1		2	100	6	45600	0	10200	8400	0	0	0	2400	1800	18000	1		1	1				1	1	1	33000	7800	4200	0	0	0	10200	0	0	1200	600	0	0	0	0	3000	3600	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	1800	0	2400	0	0	13800	0	1800	0	0	0	86400	1	1	1			            	1		            	1	1					1	1									        			1			1		1			1		1				0	0	0	9	3	9	3	0	0	9	0	9	9	2	2	3	2	7	0	0	0	0	0	0	2	4
2700	2	1	14	3	11	23	0	7	30	1		2		             	1		2	100	6	45000	0	0	18000	0	0	0	1800	2400	19200	1			1				1	1	1	34200	7800	2400	0	0	0	0	0	0	4200	1200	0	0	0	0	0	10800	1800	0	0	0	0	0	0	0	0	0	0	1800	0	0	2400	0	2400	0	0	16200	0	600	0	0	0	86400	1	1	1			            			            	1	1						1	1								        			1			1		1			1		1				0	0	3	9	3	9	3	0	0	9	0	9	9	9	3	3	7	0	0	0	0	0	0	0	2	4
2701	1	1	18	3	11	23	30	7	30	3		1		             			1		6	36000	0	0	21000	0	8400	0	6000	6000	9000	1			1		1		1	1	1	28200	5400	2400	0	0	0	0	0	0	600	600	600	1800	0	17400	0	0	0	0	0	0	7200	0	1200	0	0	0	0	3000	3000	2400	3600	0	0	0	0	6600	0	1200	1200	0	0	86400	1	1	1			            			            	1	1	1	1		1							1		1		        			1	1	1	1					1		1	1			0	0	0	3	3	3	3	9	5	0	9	3	9	8	5	3	7	7	0	0	0	0	0	0	2	99
2701	2	1	18	3	11	23	0	7	30	3		1		             			1		6	39600	0	0	22200	600	4200	0	6000	4200	9600	1			1	1	1		1	1	1	30600	6600	2400	0	0	0	0	0	0	5400	4800	0	0	0	1200	0	0	10800	0	600	0	4200	0	0	0	0	0	6000	0	0	0	3000	1200	0	0	0	4800	1800	1200	1800	0	0	86400	1	1	1			            			            	1	1				1			1		1		1				        		1				1	1				1	1	1	1			0	0	3	4	3	3	3	9	3	0	3	7	0	5	3	3	8	0	0	0	0	0	0	0	2	99
2707	1	1	3	3	11	2	0	10	0	2		1		             			1		1	41400	34200	0	0	0	0	0	0	7200	3600	1	1							1	1	31200	5400	4800	34200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	3600	0	0	0	0	0	0	0	0	0	3600	86400	1	1	1	1		            			            																	        					1	1										1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	8	8	9	0	0	0	0	2	4
2707	2	1	3	3	11	2	0	10	0	2		1		             			1		6	43200	0	0	23400	0	0	0	0	15600	4200	1			1					1	1	33000	7800	2400	0	0	0	0	0	0	10200	8400	1800	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	13200	0	0	0	0	0	0	0	0	0	4200	86400	1	1	1			            			            	1	1	1			1											        					1	1										1	0	0	0	0	0	3	3	3	3	3	0	3	0	8	8	3	8	8	8	9	0	0	0	0	2	99
2707	3	1	3	3	11	24	30	8	30	2		1		             			1		6	35400	0	19800	0	0	0	4800	3000	14400	9000	1		1				1	1	1	1	25800	8400	600	0	0	0	19800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	600	0	3000	0	0	14400	0	0	0	3000	0	0	0	2400	0	3600	86400	1	1	1			            	1		            																1	        	1		1			1				1				1		1	0	0	0	9	2	0	2	2	2	9	0	8	9	6	9	7	8	8	9	0	0	0	0	0	2	99
2710	1	1	3	3	11	24	0	6	30	4	3	1		             			1		1	31800	25200	0	12600	0	0	0	1200	12000	3600	1	1		1				1	1	1	23400	6000	2400	24600	600	0	0	0	0	3600	3000	0	3000	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	1200	10800	0	0	3600	0	0	0	0	0	0	0	86400	1	1	1	1	1	            			            	1	1		1		1											        			1		1	1			1								0	0	1	1	1	1	1	1	1	9	0	3	3	3	7	3	8	8	0	0	0	0	0	0	2	4
2710	3	1	3	3	11	0	15	8	0	4	3	1		             			1		6	39000	0	20400	3000	0	0	9600	0	9600	4800	1		1	1			1		1	1	29400	6600	3000	0	0	0	20400	0	0	1200	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	9600	0	0	0	0	0	0	9600	0	0	0	4200	0	0	600	0	0	0	86400	1	1	1			            	1		            	1			1												1	        						1				1			1				0	0	0	3	2	2	6	0	8	2	2	2	2	6	6	0	0	8	0	0	0	0	0	0	2	99
2712	1	1	4	3	11	0	30	8	45	1		1		             			1		1	37800	22200	0	16800	0	2400	3000	1200	1800	1200	1	1		1		1	1	1	1	1	25200	9000	3000	22200	0	0	0	0	0	1800	3000	1200	7800	0	2400	600	0	0	0	0	0	2400	0	0	3000	0	0	0	1200	0	0	1800	0	0	0	0	0	0	0	1200	0	0	86400	1	1	1	1		            			            	1	1	1	1		1	1						1			1	        			1			1								1			0	0	1	3	1	1	7	3	6	1	1	5	3	3	1	5	3	0	0	0	0	0	0	0	2	4
2713	1	1	5	3	11	23	0	6	30	3		1		             			1		1	34200	32400	0	4200	0	0	0	0	12000	3600	1	1		1					1	1	25200	4800	4200	32400	0	0	0	0	0	1200	0	0	0	0	1200	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12000	0	0	3000	0	600	0	0	0	0	0	86400	1	1	1	1		            			            	1					1		1									        						1			1		1						0	0	1	1	1	1	1	0	8	1	1	1	1	9	3	8	8	8	0	0	0	0	0	0	2	2
2713	2	1	5	3	11	23	0	7	0	2		1		             			1		1	35400	23400	0	16200	0	0	0	0	4800	6600	1	1		1					1	1	26400	4200	4800	23400	0	0	0	0	0	3600	10200	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4800	0	0	3000	0	3600	0	0	0	0	0	86400	1	1	1	1		            			            	1	1						1									        						1			1		1						0	0	3	9	1	1	1	0	1	1	1	9	3	3	3	8	8	0	0	0	0	0	0	0	2	4
2714	1	1	5	3	11	24	30	11	0	4	2	2		             		1	2	95	1	39000	0	0	21000	0	0	0	0	16200	10200	1			1					1	1	30000	7800	1200	0	0	0	0	0	0	4200	600	0	0	0	16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16200	0	0	0	0	10200	0	0	0	0	0	86400	1	1	1			            			            	1	1				1											        						1					1						0	0	0	0	8	0	3	0	8	3	9	9	3	3	3	3	9	3	8	8	0	0	0	0	2	4
2714	2	1	5	3	11	24	30	8	30	4	2	2		             		1	2	95	1	39600	0	0	24600	0	0	0	0	12000	10200	1			1					1	1	31200	7200	1200	0	0	0	0	0	0	3000	0	0	9000	0	12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12000	0	0	0	0	10200	0	0	0	0	0	86400	1	1	1			            			            	1			1		1											        						1					1						0	0	0	0	3	0	3	0	8	3	9	9	3	3	3	3	9	3	8	8	0	0	0	0	2	2
2720	1	4	8	11	10	1	0	7	0	1		1		             			1		1	33600	25200	5400	5400	0	4200	0	2400	7200	3000	1	1	1	1		1		1	1	1	27600	4200	1800	25200	0	0	0	5400	0	3000	600	1800	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	2400	0	1200	6000	0	0	3000	0	0	0	0	0	0	0	86400	1	1	1	1		            		1	            	1	1	1										1				        			1		1	1			1								0	0	1	1	1	1	1	1	1	9	8	3	5	7	2	3	0	8	0	0	0	0	0	0	2	4
2720	2	4	8	11	10	1	0	10	0	1		1		             			1		6	48600	0	23400	1200	0	0	3600	3600	3600	2400	1		1	1			1	1	1	1	39000	7800	1800	0	0	0	15000	8400	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	3600	0	3600	0	0	0	1200	0	0	0	1200	0	0	86400	1	1	1			            	1	1	            		1														1	        				1		1				1				1			0	0	0	0	0	7	2	2	0	8	9	2	2	2	2	6	0	0	0	0	0	0	0	0	2	99
2721	1	4	12	11	10	23	30	8	0	2		1		             			1		1	34200	19200	0	18000	0	0	3000	0	4800	7200	1	1		1			1		1	1	23400	9600	1200	19200	0	0	0	0	0	1800	0	1800	0	0	0	0	14400	0	0	0	0	0	0	0	3000	0	0	0	0	0	600	4200	0	0	3600	0	3600	0	0	0	0	0	86400	1	1	1	1		            			            	1		1					1								1	        					1	1			1		1						0	3	3	0	1	1	1	1	1	9	8	6	3	3	3	3	0	0	0	0	0	0	0	0	2	4
2721	2	4	12	11	10	6	0	7	10	3		1		             			1		1	28200	28200	0	4200	0	0	0	8400	0	17400	1	1		1				1		1	18000	9000	1200	28200	0	0	0	0	0	600	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	600	7800	0	0	0	0	16200	0	1200	0	0	0	0	0	86400	1	1	1	1		            			            	1							1									        			1	1					1		1						9	9	9	1	1	1	1	0	1	1	1	1	9	9	3	7	0	0	7	0	0	0	0	0	2	4
2727	1	4	16	12	10	22	30	8	30	1		1		             			1		6	43200	0	0	28200	7200	0	0	0	6600	1200	1			1	1				1	1	36600	4800	1800	0	0	0	0	0	0	7200	10800	10200	0	0	0	0	0	0	0	7200	0	0	0	0	0	0	0	0	0	0	0	6600	0	0	0	0	0	0	0	0	0	1200	86400	1	1	1			            			            	1	1	1								1						        						1										1	0	0	0	0	3	3	3	9	3	8	3	3	4	4	3	3	8	0	0	0	0	0	0	0	2	4
